variable_names,cell_methods,dimensions,branded_label-spreadsheet,branded_label-following_appendixF-from_last_year,matching
mrsol,area: mean where land time: mean,longitude latitude time sdepth1,mrsol_tavg-z0p1-hxy-lnd,mrsol_tavg-d10cm-hxy-lnd,False
mrsol,area: mean where land time: mean,longitude latitude time sdepth1,mrsol_tavg-z0p1-hxy-lnd,mrsol_tavg-d10cm-hxy-lnd,False
mrsol,area: time: mean where sector,longitude latitude landUse time sdepth1,mrsol_tavg-z0p1-hxy-lus,mrsol_tavg-d10cm-hxy-lus,False
rzwc,area: mean where land time: mean,longitude latitude time,rzwc_tavg-z0-hxy-lnd,rzwc_tavg-u-hxy-lnd,False
prw17O,area: time: mean,longitude latitude alevel time,prw17O_tavg-l-hxy-x,prw17O_tavg-l-hxy-u,False
prw18O,area: time: mean,longitude latitude alevel time,prw18O_tavg-l-hxy-x,prw18O_tavg-l-hxy-u,False
prw2H,area: time: mean,longitude latitude alevel time,prw2H_tavg-l-hxy-x,prw2H_tavg-l-hxy-u,False
fHarvestToProduct,area: mean where land time: mean,longitude latitude time,fHarvestToProduct_tavg-z0-hxy-lnd,fHarvestToProduct_tavg-u-hxy-lnd,False
fVegLitter,area: mean where land time: mean,longitude latitude time,fVegLitter_tavg-z0-hxy-lnd,fVegLitter_tavg-u-hxy-lnd,False
fVegLitterMortality,area: mean where land time: mean,longitude latitude time,fVegLitterMortality_tavg-z0-hxy-lnd,fVegLitterMortality_tavg-u-hxy-lnd,False
fVegLitterSenescence,area: mean where land time: mean,longitude latitude time,fVegLitterSenescence_tavg-z0-hxy-lnd,fVegLitterSenescence_tavg-u-hxy-lnd,False
fCLandToOcean,area: mean where land time: mean,longitude latitude time,fCLandToOcean_tavg-z0-hxy-lnd,fCLandToOcean_tavg-u-hxy-lnd,False
fVegSoilMortality,area: mean where land time: mean,longitude latitude time,fVegSoilMortality_tavg-z0-hxy-lnd,fVegSoilMortality_tavg-u-hxy-lnd,False
fVegSoilSenescence,area: mean where land time: mean,longitude latitude time,fVegSoilSenescence_tavg-z0-hxy-lnd,fVegSoilSenescence_tavg-u-hxy-lnd,False
fNleach,area: mean where land time: mean,longitude latitude time,fNleach_tavg-z0-hxy-lnd,fNleach_tavg-u-hxy-lnd,False
fNLandToOcean,area: mean where land time: mean,longitude latitude time,fNLandToOcean_tavg-z0-hxy-lnd,fNLandToOcean_tavg-u-hxy-lnd,False
fNnetmin,area: mean where land time: mean,longitude latitude time,fNnetmin_tavg-z0-hxy-lnd,fNnetmin_tavg-u-hxy-lnd,False
mmrnh4,area: time: mean,longitude latitude alevel time,mmrnh4_tavg-l-hxy-x,mmrnh4_tavg-l-hxy-u,False
co23D,area: time: mean,longitude latitude alevel time,co23D_tavg-l-hxy-x,co23D_tavg-l-hxy-u,False
cli,area: time: mean,longitude latitude alevel time,cli_tavg-l-hxy-x,cli_tavg-l-hxy-u,False
cli,area: time: mean,longitude latitude alevel time,cli_tavg-l-hxy-x,cli_tavg-l-hxy-u,False
cli,area: point time: point,alevel site time1,cli_tpt-l-hxys-x,cli_tpt-l-hxys-u,False
clw,area: time: mean,longitude latitude alevel time,clw_tavg-l-hxy-x,clw_tavg-l-hxy-u,False
clw,area: time: mean,longitude latitude alevel time,clw_tavg-l-hxy-x,clw_tavg-l-hxy-u,False
clw,area: point time: point,alevel site time1,clw_tpt-l-hxys-x,clw_tpt-l-hxys-u,False
clic,area: mean time: point,longitude latitude alevel time1,clic_tpt-l-hxy-x,clic_tpt-l-hxy-u,False
clic,area: time: mean,longitude latitude alevel time,clic_tavg-l-hxy-x,clic_tavg-l-hxy-u,False
clwc,area: mean time: point,longitude latitude alevel time1,clwc_tpt-l-hxy-x,clwc_tpt-l-hxy-u,False
clwc,area: time: mean,longitude latitude alevel time,clwc_tavg-l-hxy-x,clwc_tavg-l-hxy-u,False
mmrdust,area: time: mean,longitude latitude alevel time,mmrdust_tavg-l-hxy-x,mmrdust_tavg-l-hxy-u,False
mmrbc,area: time: mean,longitude latitude alevel time,mmrbc_tavg-l-hxy-x,mmrbc_tavg-l-hxy-u,False
mrfsofr,area: mean where land time: mean,longitude latitude sdepth time,mrfsofr_tavg-l-hxy-lnd,mrfsofr_tavg-l-hxy-lnd,True
grplmxrat,area: mean where air time: point,longitude latitude plev27 time1,grplmxrat_tpt-p27-hxy-air,grplmxrat_tpt-p27-hxy-air,True
grplmxrat,area: time: mean where air,longitude latitude plev27 time,grplmxrat_tavg-p27-hxy-air,grplmxrat_tavg-p27-hxy-air,True
rainmxrat,area: mean where air time: point,longitude latitude plev27 time1,rainmxrat_tpt-p27-hxy-air,rainmxrat_tpt-p27-hxy-air,True
rainmxrat,area: time: mean where air,longitude latitude plev27 time,rainmxrat_tavg-p27-hxy-air,rainmxrat_tavg-p27-hxy-air,True
mmrno3,area: time: mean,longitude latitude alevel time,mmrno3_tavg-l-hxy-x,mmrno3_tavg-l-hxy-u,False
mmrno3,area: time: mean,longitude latitude time,mmrno3_tavg-z0-hxy-x,mmrno3_tavg-u-hxy-u,False
mmroa,area: time: mean,longitude latitude alevel time,mmroa_tavg-l-hxy-x,mmroa_tavg-l-hxy-u,False
mmrpm1,area: time: mean,longitude latitude alevel time,mmrpm1_tavg-l-hxy-x,mmrpm1_tavg-l-hxy-u,False
mmrpm10,area: time: mean,longitude latitude alevel time,mmrpm10_tavg-l-hxy-x,mmrpm10_tavg-l-hxy-u,False
sfpm25,area: time: mean,longitude latitude time,sfpm25_tavg-z0-hxy-x,sfpm25_tavg-u-hxy-u,False
mmrpm2p5,area: time: mean,longitude latitude alevel time,mmrpm2p5_tavg-l-hxy-x,mmrpm2p5_tavg-l-hxy-u,False
prrsn,area: mean where land time: mean,longitude latitude time,prrsn_tavg-z0-hxy-lnd,prrsn_tavg-u-hxy-lnd,False
mmrss,area: time: mean,longitude latitude alevel time,mmrss_tavg-l-hxy-x,mmrss_tavg-l-hxy-u,False
mmrsoa,area: time: mean,longitude latitude alevel time,mmrsoa_tavg-l-hxy-x,mmrsoa_tavg-l-hxy-u,False
snowmxrat,area: mean where air time: point,longitude latitude plev27 time1,snowmxrat_tpt-p27-hxy-air,snowmxrat_tpt-p27-hxy-air,True
snowmxrat,area: time: mean where air,longitude latitude plev27 time,snowmxrat_tavg-p27-hxy-air,snowmxrat_tavg-p27-hxy-air,True
prsnsn,area: mean where land time: mean,longitude latitude time,prsnsn_tavg-z0-hxy-lnd,prsnsn_tavg-u-hxy-lnd,False
clis,area: mean time: point,longitude latitude alevel time1,clis_tpt-l-hxy-x,clis_tpt-l-hxy-u,False
clis,area: time: mean,longitude latitude alevel time,clis_tavg-l-hxy-x,clis_tavg-l-hxy-u,False
clws,area: mean time: point,longitude latitude alevel time1,clws_tpt-l-hxy-x,clws_tpt-l-hxy-u,False
clws,area: time: mean,longitude latitude alevel time,clws_tavg-l-hxy-x,clws_tavg-l-hxy-u,False
mmrso4,area: time: mean,longitude latitude alevel time,mmrso4_tavg-l-hxy-x,mmrso4_tavg-l-hxy-u,False
mrlqso,area: mean where land time: mean,longitude latitude sdepth time,mrlqso_tavg-l-hxy-lnd,mrlqso_tavg-l-hxy-lnd,True
h2o,area: mean time: point,longitude latitude alevel time1,h2o_tpt-l-hxy-x,h2o_tpt-l-hxy-u,False
h2o,area: time: mean,longitude latitude alevel time,h2o_tavg-l-hxy-x,h2o_tavg-l-hxy-u,False
h2o,longitude: time: mean where air,latitude plev39 time,h2o_tavg-p39-hy-air,h2o_tavg-p39-hy-air,True
mmraerh2o,area: time: mean,longitude latitude alevel time,mmraerh2o_tavg-l-hxy-x,mmraerh2o_tavg-l-hxy-u,False
sishevel,area: mean where sea_ice time: point,longitude latitude time1,sishevel_tpt-z0-hxy-si,sishevel_tpt-u-hxy-si,False
sistremax,area: mean where sea_ice time: point,longitude latitude time1,sistremax_tpt-z0-hxy-si,sistremax_tpt-u-hxy-si,False
cSoilMedium,area: mean where land time: mean,longitude latitude time,cSoilMedium_tavg-z0-hxy-lnd,cSoilMedium_tavg-u-hxy-lnd,False
zsatarag,area: mean where sea time: mean,longitude latitude time,zsatarag_tavg-z0-hxy-sea,zsatarag_tavg-u-hxy-sea,False
zsatcalc,area: mean where sea time: mean,longitude latitude time,zsatcalc_tavg-z0-hxy-sea,zsatcalc_tavg-u-hxy-sea,False
drynh3,area: time: mean,longitude latitude time,drynh3_tavg-z0-hxy-x,drynh3_tavg-u-hxy-u,False
wetnh3,area: time: mean,longitude latitude time,wetnh3_tavg-z0-hxy-x,wetnh3_tavg-u-hxy-u,False
drynh4,area: time: mean,longitude latitude time,drynh4_tavg-z0-hxy-x,drynh4_tavg-u-hxy-u,False
wetnh4,area: time: mean,longitude latitude time,wetnh4_tavg-z0-hxy-x,wetnh4_tavg-u-hxy-u,False
depdust,area: time: mean,longitude latitude time,depdust_tavg-z0-hxy-x,depdust_tavg-u-hxy-u,False
drydust,area: time: mean,longitude latitude time,drydust_tavg-z0-hxy-x,drydust_tavg-u-hxy-u,False
wetdust,area: time: mean,longitude latitude time,wetdust_tavg-z0-hxy-x,wetdust_tavg-u-hxy-u,False
drybc,area: time: mean,longitude latitude time,drybc_tavg-z0-hxy-x,drybc_tavg-u-hxy-u,False
wetbc,area: time: mean,longitude latitude time,wetbc_tavg-z0-hxy-x,wetbc_tavg-u-hxy-u,False
sedustCI,area: time: mean,longitude latitude time,sedustCI_tavg-z0-hxy-x,sedustCI_tavg-u-hxy-u,False
fNdep,area: time: mean,longitude latitude time,fNdep_tavg-z0-hxy-x,fNdep_tavg-u-hxy-u,False
drynoy,area: time: mean,longitude latitude time,drynoy_tavg-z0-hxy-x,drynoy_tavg-u-hxy-u,False
wetnoy,area: time: mean,longitude latitude time,wetnoy_tavg-z0-hxy-x,wetnoy_tavg-u-hxy-u,False
dryo3,area: time: mean,longitude latitude time,dryo3_tavg-z0-hxy-x,dryo3_tavg-u-hxy-u,False
dryoa,area: time: mean,longitude latitude time,dryoa_tavg-z0-hxy-x,dryoa_tavg-u-hxy-u,False
wetoa,area: time: mean,longitude latitude time,wetoa_tavg-z0-hxy-x,wetoa_tavg-u-hxy-u,False
dryss,area: time: mean,longitude latitude time,dryss_tavg-z0-hxy-x,dryss_tavg-u-hxy-u,False
wetss,area: time: mean,longitude latitude time,wetss_tavg-z0-hxy-x,wetss_tavg-u-hxy-u,False
dryso4,area: time: mean,longitude latitude time,dryso4_tavg-z0-hxy-x,dryso4_tavg-u-hxy-u,False
wetso4,area: time: mean,longitude latitude time,wetso4_tavg-z0-hxy-x,wetso4_tavg-u-hxy-u,False
dryso2,area: time: mean,longitude latitude time,dryso2_tavg-z0-hxy-x,dryso2_tavg-u-hxy-u,False
wetso2,area: time: mean,longitude latitude time,wetso2_tavg-z0-hxy-x,wetso2_tavg-u-hxy-u,False
frn,area: mean where sea time: mean,longitude latitude time,frn_tavg-z0-hxy-sea,frn_tavg-u-hxy-sea,False
fric,area: mean where sea time: mean,longitude latitude time,fric_tavg-z0-hxy-sea,fric_tavg-u-hxy-sea,False
frfe,area: mean where sea time: mean,longitude latitude time,frfe_tavg-z0-hxy-sea,frfe_tavg-u-hxy-sea,False
froc,area: mean where sea time: mean,longitude latitude time,froc_tavg-z0-hxy-sea,froc_tavg-u-hxy-sea,False
cMisc,area: mean where land time: mean,longitude latitude time,cMisc_tavg-z0-hxy-lnd,cMisc_tavg-u-hxy-lnd,False
cOther,area: mean where land time: mean,longitude latitude time,cOther_tavg-z0-hxy-lnd,cOther_tavg-u-hxy-lnd,False
nOther,area: mean where land time: mean,longitude latitude time,nOther_tavg-z0-hxy-lnd,nOther_tavg-u-hxy-lnd,False
nh4,area: mean where sea time: mean,longitude latitude olevel time,nh4_tavg-l-hxy-sea,nh4_tavg-l-hxy-sea,True
nh4,area: mean where sea time: mean,longitude latitude olevel time,nh4_tavg-l-hxy-sea,nh4_tavg-l-hxy-sea,True
nh4,area: mean where sea time: mean,longitude latitude time depth0m,nh4_tavg-z00-hxy-sea,nh4_tavg-d0m-hxy-sea,False
arag,area: mean where sea time: mean,longitude latitude olevel time,arag_tavg-l-hxy-sea,arag_tavg-l-hxy-sea,True
arag,area: mean where sea time: mean,longitude latitude olevel time,arag_tavg-l-hxy-sea,arag_tavg-l-hxy-sea,True
arag,area: mean where sea time: mean,longitude latitude time depth0m,arag_tavg-z00-hxy-sea,arag_tavg-d0m-hxy-sea,False
bacc,area: mean where sea time: mean,longitude latitude olevel time,bacc_tavg-l-hxy-sea,bacc_tavg-l-hxy-sea,True
bacc,area: mean where sea time: mean,longitude latitude olevel time,bacc_tavg-l-hxy-sea,bacc_tavg-l-hxy-sea,True
bacc,area: mean where sea time: mean,longitude latitude time depth0m,bacc_tavg-z00-hxy-sea,bacc_tavg-d0m-hxy-sea,False
phycalc,area: mean where sea time: mean,longitude latitude olevel time,phycalc_tavg-l-hxy-sea,phycalc_tavg-l-hxy-sea,True
phycalc,area: mean where sea time: mean,longitude latitude olevel time,phycalc_tavg-l-hxy-sea,phycalc_tavg-l-hxy-sea,True
phycalc,area: mean where sea time: mean,longitude latitude time depth0m,phycalc_tavg-z00-hxy-sea,phycalc_tavg-d0m-hxy-sea,False
calc,area: mean where sea time: mean,longitude latitude olevel time,calc_tavg-l-hxy-sea,calc_tavg-l-hxy-sea,True
calc,area: mean where sea time: mean,longitude latitude olevel time,calc_tavg-l-hxy-sea,calc_tavg-l-hxy-sea,True
calc,area: mean where sea time: mean,longitude latitude time depth0m,calc_tavg-z00-hxy-sea,calc_tavg-d0m-hxy-sea,False
co3abio,area: mean where sea time: mean,longitude latitude olevel time,co3abio_tavg-l-hxy-sea,co3abio_tavg-l-hxy-sea,True
co3abio,area: mean where sea time: mean,longitude latitude olevel time,co3abio_tavg-l-hxy-sea,co3abio_tavg-l-hxy-sea,True
co3abio,area: mean where sea time: mean,longitude latitude time depth0m,co3abio_tavg-z00-hxy-sea,co3abio_tavg-d0m-hxy-sea,False
co3satarag,area: mean where sea time: mean,longitude latitude olevel time,co3satarag_tavg-l-hxy-sea,co3satarag_tavg-l-hxy-sea,True
co3satarag,area: mean where sea time: mean,longitude latitude olevel time,co3satarag_tavg-l-hxy-sea,co3satarag_tavg-l-hxy-sea,True
co3satarag,area: mean where sea time: mean,longitude latitude time depth0m,co3satarag_tavg-z00-hxy-sea,co3satarag_tavg-d0m-hxy-sea,False
co3satcalc,area: mean where sea time: mean,longitude latitude olevel time,co3satcalc_tavg-l-hxy-sea,co3satcalc_tavg-l-hxy-sea,True
co3satcalc,area: mean where sea time: mean,longitude latitude olevel time,co3satcalc_tavg-l-hxy-sea,co3satcalc_tavg-l-hxy-sea,True
co3satcalc,area: mean where sea time: mean,longitude latitude time depth0m,co3satcalc_tavg-z00-hxy-sea,co3satcalc_tavg-d0m-hxy-sea,False
co3,area: mean where sea time: mean,longitude latitude olevel time,co3_tavg-l-hxy-sea,co3_tavg-l-hxy-sea,True
co3,area: mean where sea time: mean,longitude latitude olevel time,co3_tavg-l-hxy-sea,co3_tavg-l-hxy-sea,True
co3,area: mean where sea time: mean,longitude latitude time depth0m,co3_tavg-z00-hxy-sea,co3_tavg-d0m-hxy-sea,False
co3nat,area: mean where sea time: mean,longitude latitude olevel time,co3nat_tavg-l-hxy-sea,co3nat_tavg-l-hxy-sea,True
co3nat,area: mean where sea time: mean,longitude latitude olevel time,co3nat_tavg-l-hxy-sea,co3nat_tavg-l-hxy-sea,True
co3nat,area: mean where sea time: mean,longitude latitude time depth0m,co3nat_tavg-z00-hxy-sea,co3nat_tavg-d0m-hxy-sea,False
cfc11,area: mean where sea time: mean,longitude latitude olevel time,cfc11_tavg-l-hxy-sea,cfc11_tavg-l-hxy-sea,True
cfc11,area: mean where sea time: mean,longitude latitude olevel time,cfc11_tavg-l-hxy-sea,cfc11_tavg-l-hxy-sea,True
cfc12,area: mean where sea time: mean,longitude latitude olevel time,cfc12_tavg-l-hxy-sea,cfc12_tavg-l-hxy-sea,True
cfc12,area: mean where sea time: mean,longitude latitude olevel time,cfc12_tavg-l-hxy-sea,cfc12_tavg-l-hxy-sea,True
phydiat,area: mean where sea time: mean,longitude latitude olevel time,phydiat_tavg-l-hxy-sea,phydiat_tavg-l-hxy-sea,True
phydiat,area: mean where sea time: mean,longitude latitude olevel time,phydiat_tavg-l-hxy-sea,phydiat_tavg-l-hxy-sea,True
phydiat,area: mean where sea time: mean,longitude latitude time depth0m,phydiat_tavg-z00-hxy-sea,phydiat_tavg-d0m-hxy-sea,False
phydiaz,area: mean where sea time: mean,longitude latitude olevel time,phydiaz_tavg-l-hxy-sea,phydiaz_tavg-l-hxy-sea,True
phydiaz,area: mean where sea time: mean,longitude latitude olevel time,phydiaz_tavg-l-hxy-sea,phydiaz_tavg-l-hxy-sea,True
phydiaz,area: mean where sea time: mean,longitude latitude time depth0m,phydiaz_tavg-z00-hxy-sea,phydiaz_tavg-d0m-hxy-sea,False
dmso,area: mean where sea time: mean,longitude latitude olevel time,dmso_tavg-l-hxy-sea,dmso_tavg-l-hxy-sea,True
dmso,area: mean where sea time: mean,longitude latitude olevel time,dmso_tavg-l-hxy-sea,dmso_tavg-l-hxy-sea,True
dmso,area: mean where sea time: mean,longitude latitude time depth0m,dmso_tavg-z00-hxy-sea,dmso_tavg-d0m-hxy-sea,False
dissi13c,area: mean where sea time: mean,longitude latitude olevel time,dissi13c_tavg-l-hxy-sea,dissi13c_tavg-l-hxy-sea,True
dissi13c,area: mean where sea time: mean,longitude latitude olevel time,dissi13c_tavg-l-hxy-sea,dissi13c_tavg-l-hxy-sea,True
dissi13c,area: mean where sea time: mean,longitude latitude time depth0m,dissi13c_tavg-z00-hxy-sea,dissi13c_tavg-d0m-hxy-sea,False
dissi14c,area: mean where sea time: mean,longitude latitude olevel time,dissi14c_tavg-l-hxy-sea,dissi14c_tavg-l-hxy-sea,True
dissi14cabio,area: mean where sea time: mean,longitude latitude olevel time,dissi14cabio_tavg-l-hxy-sea,dissi14cabio_tavg-l-hxy-sea,True
dissi14cabio,area: mean where sea time: mean,longitude latitude olevel time,dissi14cabio_tavg-l-hxy-sea,dissi14cabio_tavg-l-hxy-sea,True
dissi14cabio,area: mean where sea time: mean,longitude latitude time depth0m,dissi14cabio_tavg-z00-hxy-sea,dissi14cabio_tavg-d0m-hxy-sea,False
dissicabio,area: mean where sea time: mean,longitude latitude olevel time,dissicabio_tavg-l-hxy-sea,dissicabio_tavg-l-hxy-sea,True
dissicabio,area: mean where sea time: mean,longitude latitude olevel time,dissicabio_tavg-l-hxy-sea,dissicabio_tavg-l-hxy-sea,True
dissicabio,area: mean where sea time: mean,longitude latitude time depth0m,dissicabio_tavg-z00-hxy-sea,dissicabio_tavg-d0m-hxy-sea,False
dissic,area: mean where sea time: mean,longitude latitude olevel time,dissic_tavg-l-hxy-sea,dissic_tavg-l-hxy-sea,True
dissic,area: mean where sea time: mean,longitude latitude olevel time,dissic_tavg-l-hxy-sea,dissic_tavg-l-hxy-sea,True
dissic,area: mean where sea time: mean,longitude latitude time depth0m,dissic_tavg-z00-hxy-sea,dissic_tavg-d0m-hxy-sea,False
dissicnat,area: mean where sea time: mean,longitude latitude olevel time,dissicnat_tavg-l-hxy-sea,dissicnat_tavg-l-hxy-sea,True
dissicnat,area: mean where sea time: mean,longitude latitude olevel time,dissicnat_tavg-l-hxy-sea,dissicnat_tavg-l-hxy-sea,True
dissicnat,area: mean where sea time: mean,longitude latitude time depth0m,dissicnat_tavg-z00-hxy-sea,dissicnat_tavg-d0m-hxy-sea,False
po4,area: mean where sea time: mean,longitude latitude olevel time,po4_tavg-l-hxy-sea,po4_tavg-l-hxy-sea,True
po4,area: mean where sea time: mean,longitude latitude olevel time,po4_tavg-l-hxy-sea,po4_tavg-l-hxy-sea,True
po4,area: mean where sea time: mean,longitude latitude time depth0m,po4_tavg-z00-hxy-sea,po4_tavg-d0m-hxy-sea,False
si,area: mean where sea time: mean,longitude latitude olevel time,si_tavg-l-hxy-sea,si_tavg-l-hxy-sea,True
si,area: mean where sea time: mean,longitude latitude olevel time,si_tavg-l-hxy-sea,si_tavg-l-hxy-sea,True
si,area: mean where sea time: mean,longitude latitude time depth0m,si_tavg-z00-hxy-sea,si_tavg-d0m-hxy-sea,False
dfe,area: mean where sea time: mean,longitude latitude olevel time,dfe_tavg-l-hxy-sea,dfe_tavg-l-hxy-sea,True
dfe,area: mean where sea time: mean,longitude latitude olevel time,dfe_tavg-l-hxy-sea,dfe_tavg-l-hxy-sea,True
dfe,area: mean where sea time: mean,longitude latitude time depth0m,dfe_tavg-z00-hxy-sea,dfe_tavg-d0m-hxy-sea,False
o2,area: mean where sea time: mean,longitude latitude olevel time,o2_tavg-l-hxy-sea,o2_tavg-l-hxy-sea,True
o2,area: mean where sea time: mean,longitude latitude olevel time,o2_tavg-l-hxy-sea,o2_tavg-l-hxy-sea,True
o2,area: mean where sea time: mean,longitude latitude time depth0m,o2_tavg-z00-hxy-sea,o2_tavg-d0m-hxy-sea,False
o2sat,area: mean where sea time: mean,longitude latitude olevel time,o2sat_tavg-l-hxy-sea,o2sat_tavg-l-hxy-sea,True
o2sat,area: mean where sea time: mean,longitude latitude olevel time,o2sat_tavg-l-hxy-sea,o2sat_tavg-l-hxy-sea,True
o2sat,area: mean where sea time: mean,longitude latitude time depth0m,o2sat_tavg-z00-hxy-sea,o2sat_tavg-d0m-hxy-sea,False
o2min,area: mean where sea time: mean,longitude latitude time,o2min_tavg-z0-hxy-sea,o2min_tavg-u-hxy-sea,False
dissoc,area: mean where sea time: mean,longitude latitude olevel time,dissoc_tavg-l-hxy-sea,dissoc_tavg-l-hxy-sea,True
dissoc,area: mean where sea time: mean,longitude latitude olevel time,dissoc_tavg-l-hxy-sea,dissoc_tavg-l-hxy-sea,True
dissoc,area: mean where sea time: mean,longitude latitude time depth0m,dissoc_tavg-z00-hxy-sea,dissoc_tavg-d0m-hxy-sea,False
zmeso,area: mean where sea time: mean,longitude latitude olevel time,zmeso_tavg-l-hxy-sea,zmeso_tavg-l-hxy-sea,True
zmeso,area: mean where sea time: mean,longitude latitude olevel time,zmeso_tavg-l-hxy-sea,zmeso_tavg-l-hxy-sea,True
zmeso,area: mean where sea time: mean,longitude latitude time depth0m,zmeso_tavg-z00-hxy-sea,zmeso_tavg-d0m-hxy-sea,False
zmicro,area: mean where sea time: mean,longitude latitude olevel time,zmicro_tavg-l-hxy-sea,zmicro_tavg-l-hxy-sea,True
zmicro,area: mean where sea time: mean,longitude latitude olevel time,zmicro_tavg-l-hxy-sea,zmicro_tavg-l-hxy-sea,True
zmicro,area: mean where sea time: mean,longitude latitude time depth0m,zmicro_tavg-z00-hxy-sea,zmicro_tavg-d0m-hxy-sea,False
phymisc,area: mean where sea time: mean,longitude latitude olevel time,phymisc_tavg-l-hxy-sea,phymisc_tavg-l-hxy-sea,True
phymisc,area: mean where sea time: mean,longitude latitude olevel time,phymisc_tavg-l-hxy-sea,phymisc_tavg-l-hxy-sea,True
