variable_names,cell_methods,dimensions,branded_label-spreadsheet,branded_label-following_spreadsheet,matching
expsi,area: mean where sea time: mean,longitude latitude time depth100m,expsi_tavg-z0100-hxy-sea,expsi_tavg-z0100-hxy-sea,True
expsi,area: mean where sea time: mean,longitude latitude olevel time,expsi_tavg-l-hxy-sea,expsi_tavg-l-hxy-sea,True
expsi,area: mean where sea time: mean,longitude latitude olevel time,expsi_tavg-l-hxy-sea,expsi_tavg-l-hxy-sea,True
cSoilSlow,area: mean where land time: mean,longitude latitude time,cSoilSlow_tavg-z0-hxy-lnd,cSoilSlow_tavg-z0-hxy-lnd,True
snmassacrossline,time: mean,siline time,snmassacrossline_tavg-z0-ht-x,snmassacrossline_tavg-z0-ht-x,True
prsn,area: time: mean,longitude latitude time,prsn_tavg-z0-hxy-x,prsn_tavg-z0-hxy-x,True
prsn,area: mean time: point,longitude latitude time1,prsn_tpt-z0-hxy-x,prsn_tpt-z0-hxy-x,True
prsn,area: time: mean,longitude latitude time,prsn_tavg-z0-hxy-x,prsn_tavg-z0-hxy-x,True
prsn,area: time: mean where ice_sheet,longitude latitude time,prsn_tavg-z0-hxy-is,prsn_tavg-z0-hxy-is,True
prsn,area: time: mean where ice_sheet,longitude latitude time,prsn_tavg-z0-hxy-is,prsn_tavg-z0-hxy-is,True
prsn,area: time: mean,longitude latitude time,prsn_tavg-z0-hxy-x,prsn_tavg-z0-hxy-x,True
prsn,area: time: mean where ice_free_sea over sea,longitude latitude time,prsn_tavg-z0-hxy-ifs,prsn_tavg-z0-hxy-ifs,True
prsn,area: point time: point,site time1,prsn_tpt-z0-hxys-x,prsn_tpt-z0-hxys-x,True
prsn,area: time: mean where ice_sheet,longitude latitude time,prsn_tavg-z0-hxy-is,prsn_tavg-z0-hxy-is,True
prsn,area: time: mean where sea_ice,longitude latitude time,prsn_tavg-z0-hxy-si,prsn_tavg-z0-hxy-si,True
mrfso,area: mean where land time: mean,longitude latitude time,mrfso_tavg-z0-hxy-lnd,mrfso_tavg-z0-hxy-lnd,True
ksat,area: mean where land,longitude latitude sdepth ,ksat_ti-l-hxy-lnd,ksat_ti-l-hxy-lnd,True
c13Soil,area: mean where land time: mean,longitude latitude time,c13Soil_tavg-z0-hxy-lnd,c13Soil_tavg-z0-hxy-lnd,True
c14Soil,area: mean where land time: mean,longitude latitude time,c14Soil_tavg-z0-hxy-lnd,c14Soil_tavg-z0-hxy-lnd,True
cSoil,area: mean where land time: mean,longitude latitude time,cSoil_tavg-z0-hxy-lnd,cSoil_tavg-z0-hxy-lnd,True
cSoil,area: mean where land time: point,longitude latitude time1,cSoil_tpt-z0-hxy-lnd,cSoil_tpt-z0-hxy-lnd,True
cSoil,area: mean where land time: mean,longitude latitude time sdepth10,cSoil_tavg-z01-hxy-lnd,cSoil_tavg-z01-hxy-lnd,True
cSoil,area: time: mean where natural_grasses,longitude latitude time,cSoil_tavg-z0-hxy-ng,cSoil_tavg-z0-hxy-ng,True
cSoil,area: mean where land time: mean,longitude latitude sdepth time,cSoil_tavg-l-hxy-lnd,cSoil_tavg-l-hxy-lnd,True
cSoil,area: mean where sector time: point,longitude latitude landUse time1,cSoil_tpt-z0-hxy-lus,cSoil_tpt-z0-hxy-lus,True
cSoilPools,area: mean where land time: mean,longitude latitude soilpools time,cSoilPools_tavg-z0-hxy-lnd,cSoilPools_tavg-z0-hxy-lnd,True
cSoil,area: time: mean where shrubs,longitude latitude time,cSoil_tavg-z0-hxy-shb,cSoil_tavg-z0-hxy-shb,True
cSoil,area: time: mean where trees,longitude latitude time,cSoil_tavg-z0-hxy-tree,cSoil_tavg-z0-hxy-tree,True
nMineralNH4,area: mean where land time: mean,longitude latitude time,nMineralNH4_tavg-z0-hxy-lnd,nMineralNH4_tavg-z0-hxy-lnd,True
nMineralNO3,area: mean where land time: mean,longitude latitude time,nMineralNO3_tavg-z0-hxy-lnd,nMineralNO3_tavg-z0-hxy-lnd,True
nMineral,area: mean where land time: mean,longitude latitude time,nMineral_tavg-z0-hxy-lnd,nMineral_tavg-z0-hxy-lnd,True
nSoil,area: mean where land time: mean,longitude latitude time,nSoil_tavg-z0-hxy-lnd,nSoil_tavg-z0-hxy-lnd,True
mrsofc,area: mean where land,longitude latitude ,mrsofc_ti-z0-hxy-lnd,mrsofc_ti-z0-hxy-lnd,True
tSoilPools,area: time: mean where land (weighted by mass of soil pool),longitude latitude soilpools time,tSoilPools_tavg-z0-hxy-lnd,tSoilPools_tavg-z0-hxy-lnd,True
tsl,area: mean where land time: point,longitude latitude time1 sdepth1,tsl_tpt-z0p1-hxy-lnd,tsl_tpt-z0p1-hxy-lnd,True
tsl,area: mean where land time: mean,longitude latitude sdepth time,tsl_tavg-l-hxy-lnd,tsl_tavg-l-hxy-lnd,True
tsl,area: mean where land time: mean,longitude latitude sdepth time,tsl_tavg-l-hxy-lnd,tsl_tavg-l-hxy-lnd,True
sza,area: mean time: point,longitude latitude time1,sza_tpt-z0-hxy-x,sza_tpt-z0-hxy-x,True
prsn17O,area: time: mean,longitude latitude time,prsn17O_tavg-z0-hxy-x,prsn17O_tavg-z0-hxy-x,True
prsn18O,area: time: mean,longitude latitude time,prsn18O_tavg-z0-hxy-x,prsn18O_tavg-z0-hxy-x,True
prsn2h,area: time: mean,longitude latitude time,prsn2h_tavg-z0-hxy-x,prsn2h_tavg-z0-hxy-x,True
sootsn,area: mean where land time: mean,longitude latitude time,sootsn_tavg-z0-hxy-lnd,sootsn_tavg-z0-hxy-lnd,True
sootsn,area: mean where land time: mean,longitude latitude time,sootsn_tavg-z0-hxy-lnd,sootsn_tavg-z0-hxy-lnd,True
hus,area: mean time: point,longitude latitude alevel time1,hus_tpt-l-hxy-x,hus_tpt-l-hxy-x,True
hus,area: mean where air time: point,longitude latitude plev7h time1,hus_tpt-p7h-hxy-air,hus_tpt-p7h-hxy-air,True
hus,area: time: mean where air,longitude latitude plev4 time,hus_tavg-p4-hxy-air,hus_tavg-p4-hxy-air,True
hus,area: mean time: point,longitude latitude alevel time1,hus_tpt-l-hxy-x,hus_tpt-l-hxy-x,True
hus,area: mean where air time: point,longitude latitude plev27 time1,hus_tpt-p27-hxy-air,hus_tpt-p27-hxy-air,True
hus,area: mean where air time: point,longitude latitude plev7h time1,hus_tpt-p7h-hxy-air,hus_tpt-p7h-hxy-air,True
hus,area: time: mean,longitude latitude alevel time,hus_tavg-l-hxy-x,hus_tavg-l-hxy-x,True
hus,are: time: mean where air,longitude latitude time p850,hus_tavg-p0850-hxy-air,hus_tavg-p0850-hxy-air,True
hus,area: time: mean where air,longitude latitude plev19 time,hus_tavg-p19-hxy-air,hus_tavg-p19-hxy-air,True
hus,longitude: time: mean where air,latitude plev19 time,hus_tavg-p19-hy-air,hus_tavg-p19-hy-air,True
hus,area: time: mean where air,longitude latitude plev8 time,hus_tavg-p8-hxy-air,hus_tavg-p8-hxy-air,True
hus,area: time: mean,longitude latitude alevel time,hus_tavg-l-hxy-x,hus_tavg-l-hxy-x,True
hus,area: time: mean where air,longitude latitude plev19 time,hus_tavg-p19-hxy-air,hus_tavg-p19-hxy-air,True
hus,area: time: mean where air,longitude latitude plev27 time,hus_tavg-p27-hxy-air,hus_tavg-p27-hxy-air,True
hus,area: time: mean where air,longitude latitude plev7h time,hus_tavg-p7h-hxy-air,hus_tavg-p7h-hxy-air,True
hus,area: mean time: point,longitude latitude alevel time1,hus_tpt-l-hxy-x,hus_tpt-l-hxy-x,True
hus,area: point time: point,alevel site time1,hus_tpt-l-hxys-x,hus_tpt-l-hxys-x,True
huss,area: mean time: point,longitude latitude time1 height2m,huss_tpt-h02-hxy-x,huss_tpt-h02-hxy-x,True
huss,area: mean time: point,longitude latitude time1 height2m,huss_tpt-h02-hxy-x,huss_tpt-h02-hxy-x,True
huss,area: time: mean,longitude latitude time height2m,huss_tavg-h02-hxy-x,huss_tavg-h02-hxy-x,True
huss,area: time: mean,longitude latitude time height2m,huss_tavg-h02-hxy-x,huss_tavg-h02-hxy-x,True
huss,area: mean time: point,longitude latitude time1 height2m,huss_tpt-h02-hxy-x,huss_tpt-h02-hxy-x,True
huss,area: point time: point,site time1 height2m,huss_tpt-h02-hxys-x,huss_tpt-h02-hxys-x,True
huss,area: time: mean where sector,longitude latitude landUse time height2m,huss_tavg-h02-hxy-lus,huss_tavg-h02-hxy-lus,True
t2,area: time: mean,longitude latitude alevel time,t2_tavg-l-hxy-x,t2_tavg-l-hxy-x,True
obvfsq,area: mean where sea time: mean,longitude latitude olevel time,obvfsq_tavg-l-hxy-sea,obvfsq_tavg-l-hxy-sea,True
u2,area: time: mean,longitude latitude alevel time,u2_tavg-l-hxy-x,u2_tavg-l-hxy-x,True
wap2,area: time: mean,longitude latitude alevel time,wap2_tavg-l-hxy-x,wap2_tavg-l-hxy-x,True
v2,area: time: mean,longitude latitude alevel time,v2_tavg-l-hxy-x,v2_tavg-l-hxy-x,True
mlotstsq,area: mean where sea time: mean,longitude latitude time,mlotstsq_tavg-z0-hxy-sea,mlotstsq_tavg-z0-hxy-sea,True
zossq,area: mean where sea time: mean,longitude latitude time,zossq_tavg-z0-hxy-sea,zossq_tavg-z0-hxy-sea,True
sossq,area: mean where sea time: mean,longitude latitude time,sossq_tavg-z0-hxy-sea,sossq_tavg-z0-hxy-sea,True
sossq,area: mean where sea time: mean,longitude latitude time,sossq_tavg-z0-hxy-sea,sossq_tavg-z0-hxy-sea,True
tossq,area: mean where sea time: mean,longitude latitude time,tossq_tavg-z0-hxy-sea,tossq_tavg-z0-hxy-sea,True
tossq,area: mean where sea time: mean,longitude latitude time,tossq_tavg-z0-hxy-sea,tossq_tavg-z0-hxy-sea,True
cStem,area: mean where land time: mean,longitude latitude time,cStem_tavg-z0-hxy-lnd,cStem_tavg-z0-hxy-lnd,True
cWood,area: mean where land time: mean,longitude latitude time,cWood_tavg-z0-hxy-lnd,cWood_tavg-z0-hxy-lnd,True
nStem,area: mean where land time: mean,longitude latitude time,nStem_tavg-z0-hxy-lnd,nStem_tavg-z0-hxy-lnd,True
cls,area: mean time: point,longitude latitude alevel time1,cls_tpt-l-hxy-x,cls_tpt-l-hxy-x,True
cls,area: time: mean,longitude latitude alevel time,cls_tavg-l-hxy-x,cls_tavg-l-hxy-x,True
dems,area: mean where stratiform_cloud time: point,longitude latitude alevel time1,dems_tpt-l-hxy-scl,dems_tpt-l-hxy-scl,True
grpllsprof,area: mean time: point,longitude latitude alevhalf time1,grpllsprof_tpt-l-hxy-x,grpllsprof_tpt-l-hxy-x,True
prlsprof,area: mean time: point,longitude latitude alevhalf time1,prlsprof_tpt-l-hxy-x,prlsprof_tpt-l-hxy-x,True
prlsns,area: mean time: point,longitude latitude alevhalf time1,prlsns_tpt-l-hxy-x,prlsns_tpt-l-hxy-x,True
od550aerso,area: time: mean,longitude latitude time lambda550nm,od550aerso_tavg-z0-hxy-x,od550aerso_tavg-z0-hxy-x,True
od550so4so,area: time: mean,longitude latitude time lambda550nm,od550so4so_tavg-z0-hxy-x,od550so4so_tavg-z0-hxy-x,True
aod550volso4,area: time: mean,longitude latitude time lambda550nm,aod550volso4_tavg-z0-hxy-x,aod550volso4_tavg-z0-hxy-x,True
cLitterBelow,area: mean where land time: mean,longitude latitude time,cLitterBelow_tavg-z0-hxy-lnd,cLitterBelow_tavg-z0-hxy-lnd,True
cLitterSubSurf,area: mean where land time: mean,longitude latitude time,cLitterSubSurf_tavg-z0-hxy-lnd,cLitterSubSurf_tavg-z0-hxy-lnd,True
nLitterSubSurf,area: mean where land time: mean,longitude latitude time,nLitterSubSurf_tavg-z0-hxy-lnd,nLitterSubSurf_tavg-z0-hxy-lnd,True
mrrob,area: mean where land time: mean,longitude latitude time,mrrob_tavg-z0-hxy-lnd,mrrob_tavg-z0-hxy-lnd,True
ps,area: time: mean,longitude latitude time,ps_tavg-z0-hxy-x,ps_tavg-z0-hxy-x,True
ps,area: mean time: point,longitude latitude time1,ps_tpt-z0-hxy-x,ps_tpt-z0-hxy-x,True
ps,area: mean time: point,longitude latitude time1,ps_tpt-z0-hxy-x,ps_tpt-z0-hxy-x,True
ps,area: mean time: point,longitude latitude time1,ps_tpt-z0-hxy-x,ps_tpt-z0-hxy-x,True
ps,area: mean time: point,longitude latitude time1,ps_tpt-z0-hxy-x,ps_tpt-z0-hxy-x,True
ps,area: time: mean,longitude latitude time,ps_tavg-z0-hxy-x,ps_tavg-z0-hxy-x,True
ps,area: mean,longitude latitude ,ps_ti-z0-hxy-x,ps_ti-z0-hxy-x,True
ps,area: time: mean,longitude latitude time,ps_tavg-z0-hxy-x,ps_tavg-z0-hxy-x,True
ps,area: time: mean,longitude latitude time,ps_tavg-z0-hxy-x,ps_tavg-z0-hxy-x,True
ps,area: time: mean,longitude latitude time,ps_tavg-z0-hxy-x,ps_tavg-z0-hxy-x,True
ps,area: time: mean,longitude latitude time,ps_tavg-z0-hxy-x,ps_tavg-z0-hxy-x,True
ps,area: mean time: point,longitude latitude time1,ps_tpt-z0-hxy-x,ps_tpt-z0-hxy-x,True
ps,area: point time: point,site time1,ps_tpt-z0-hxys-x,ps_tpt-z0-hxys-x,True
albsn,area: time: mean where snow (weighted by downwelling shortwave radiation),longitude latitude time,albsn_tavg-z0-hxy-sn,albsn_tavg-z0-hxy-sn,True
orog,area: mean,longitude latitude ,orog_ti-z0-hxy-x,orog_ti-z0-hxy-x,True
orog,area: time: mean where ice_sheet,longitude latitude time,orog_tavg-z0-hxy-is,orog_tavg-z0-hxy-is,True
orog,area: time: mean where ice_sheet,longitude latitude time,orog_tavg-z0-hxy-is,orog_tavg-z0-hxy-is,True
orog,area: time: mean,longitude latitude time,orog_tavg-z0-hxy-x,orog_tavg-z0-hxy-x,True
orog,area: time: mean where ice_sheet,longitude latitude time,orog_tavg-z0-hxy-is,orog_tavg-z0-hxy-is,True
orog,area: time: mean where ice_sheet,longitude latitude time,orog_tavg-z0-hxy-is,orog_tavg-z0-hxy-is,True
orog,area: time: mean where ice_sheet,longitude latitude time,orog_tavg-z0-hxy-is,orog_tavg-z0-hxy-is,True
dpco2abio,area: mean where sea time: mean,longitude latitude time,dpco2abio_tavg-z0-hxy-sea,dpco2abio_tavg-z0-hxy-sea,True
spco2abio,area: mean where sea time: mean,longitude latitude time,spco2abio_tavg-z0-hxy-sea,spco2abio_tavg-z0-hxy-sea,True
dpco2nat,area: mean where sea time: mean,longitude latitude time,dpco2nat_tavg-z0-hxy-sea,dpco2nat_tavg-z0-hxy-sea,True
spco2nat,area: mean where sea time: mean,longitude latitude time,spco2nat_tavg-z0-hxy-sea,spco2nat_tavg-z0-hxy-sea,True
dpco2,area: mean where sea time: mean,longitude latitude time,dpco2_tavg-z0-hxy-sea,dpco2_tavg-z0-hxy-sea,True
rsdsdiff,area: time: mean,longitude latitude time,rsdsdiff_tavg-z0-hxy-x,rsdsdiff_tavg-z0-hxy-x,True
rsdsdiff,area: time: mean,longitude latitude time,rsdsdiff_tavg-z0-hxy-x,rsdsdiff_tavg-z0-hxy-x,True
rsdsdiff,area: time: mean,longitude latitude time,rsdsdiff_tavg-z0-hxy-x,rsdsdiff_tavg-z0-hxy-x,True
rsdscsdiff,area: time: mean,longitude latitude time,rsdscsdiff_tavg-z0-hxy-x,rsdscsdiff_tavg-z0-hxy-x,True
rsdscsdiff,area: time: mean,longitude latitude time,rsdscsdiff_tavg-z0-hxy-x,rsdscsdiff_tavg-z0-hxy-x,True
albdiffbnd,area: mean (weighted by incident surface diffuse shortwave in band) time: point,longitude latitude spectband time1,albdiffbnd_tpt-z0-hxy-x,albdiffbnd_tpt-z0-hxy-x,True
albdirbnd,area: mean (weighted by incident surface diffuse shortwave in band) time: point,longitude latitude spectband time1,albdirbnd_tpt-z0-hxy-x,albdirbnd_tpt-z0-hxy-x,True
tauu,area: mean time: point,longitude latitude time1,tauu_tpt-z0-hxy-x,tauu_tpt-z0-hxy-x,True
tauu,area: time: mean,longitude latitude time,tauu_tavg-z0-hxy-x,tauu_tavg-z0-hxy-x,True
tauu,area: time: mean,longitude latitude time,tauu_tavg-z0-hxy-x,tauu_tavg-z0-hxy-x,True
tauu,area: point time: point,site time1,tauu_tpt-z0-hxys-x,tauu_tpt-z0-hxys-x,True
tauupbl,area: time: mean,longitude latitude time,tauupbl_tavg-z0-hxy-x,tauupbl_tavg-z0-hxy-x,True
hfdsl,area: mean where land time: mean,longitude latitude time,hfdsl_tavg-z0-hxy-lnd,hfdsl_tavg-z0-hxy-lnd,True
hfds,area: mean where sea time: mean,longitude latitude time,hfds_tavg-z0-hxy-sea,hfds_tavg-z0-hxy-sea,True
hfds,area: mean where sea time: mean,longitude latitude time,hfds_tavg-z0-hxy-sea,hfds_tavg-z0-hxy-sea,True
hfdsn,area: mean where land time: mean,longitude latitude time,hfdsn_tavg-z0-hxy-lnd,hfdsn_tavg-z0-hxy-lnd,True
hfdsn,area: mean where land time: mean,longitude latitude time,hfdsn_tavg-z0-hxy-lnd,hfdsn_tavg-z0-hxy-lnd,True
hflso,area: time: mean where ice_free_sea over sea,longitude latitude time,hflso_tavg-z0-hxy-ifs,hflso_tavg-z0-hxy-ifs,True
fg13co2,area: mean where sea time: mean,longitude latitude time,fg13co2_tavg-z0-hxy-sea,fg13co2_tavg-z0-hxy-sea,True
fg13co2,area: mean where sea time: mean,longitude latitude time,fg13co2_tavg-z0-hxy-sea,fg13co2_tavg-z0-hxy-sea,True
fg14co2,area: mean where sea time: mean,longitude latitude time,fg14co2_tavg-z0-hxy-sea,fg14co2_tavg-z0-hxy-sea,True
fg14co2abio,area: mean where sea time: mean,longitude latitude time,fg14co2abio_tavg-z0-hxy-sea,fg14co2abio_tavg-z0-hxy-sea,True
fg14co2abio,area: mean where sea time: mean,longitude latitude time,fg14co2abio_tavg-z0-hxy-sea,fg14co2abio_tavg-z0-hxy-sea,True
fgco2abio,area: mean where sea time: mean,longitude latitude time,fgco2abio_tavg-z0-hxy-sea,fgco2abio_tavg-z0-hxy-sea,True
fgco2abio,area: mean where sea time: mean,longitude latitude time,fgco2abio_tavg-z0-hxy-sea,fgco2abio_tavg-z0-hxy-sea,True
fgco2,area: mean where sea time: mean,longitude latitude time,fgco2_tavg-z0-hxy-sea,fgco2_tavg-z0-hxy-sea,True
fgco2,area: mean where sea time: mean,longitude latitude time,fgco2_tavg-z0-hxy-sea,fgco2_tavg-z0-hxy-sea,True
fgco2nat,area: mean where sea time: mean,longitude latitude time,fgco2nat_tavg-z0-hxy-sea,fgco2nat_tavg-z0-hxy-sea,True
fgco2nat,area: mean where sea time: mean,longitude latitude time,fgco2nat_tavg-z0-hxy-sea,fgco2nat_tavg-z0-hxy-sea,True
wetlandCH4cons,area: mean where land time: mean,longitude latitude time,wetlandCH4cons_tavg-z0-hxy-lnd,wetlandCH4cons_tavg-z0-hxy-lnd,True
irr,area: time: mean where sector,longitude latitude landUse time,irr_tavg-z0-hxy-lus,irr_tavg-z0-hxy-lus,True
fgcfc11,area: mean where sea time: mean,longitude latitude time,fgcfc11_tavg-z0-hxy-sea,fgcfc11_tavg-z0-hxy-sea,True
fgcfc12,area: mean where sea time: mean,longitude latitude time,fgcfc12_tavg-z0-hxy-sea,fgcfc12_tavg-z0-hxy-sea,True
fgo2,area: mean where sea time: mean,longitude latitude time,fgo2_tavg-z0-hxy-sea,fgo2_tavg-z0-hxy-sea,True
fgsf6,area: mean where sea time: mean,longitude latitude time,fgsf6_tavg-z0-hxy-sea,fgsf6_tavg-z0-hxy-sea,True
tauv,area: mean time: point,longitude latitude time1,tauv_tpt-z0-hxy-x,tauv_tpt-z0-hxy-x,True
tauv,area: time: mean,longitude latitude time,tauv_tavg-z0-hxy-x,tauv_tavg-z0-hxy-x,True
tauv,area: time: mean,longitude latitude time,tauv_tavg-z0-hxy-x,tauv_tavg-z0-hxy-x,True
tauv,area: point time: point,site time1,tauv_tpt-z0-hxys-x,tauv_tpt-z0-hxys-x,True
tauvpbl,area: time: mean,longitude latitude time,tauvpbl_tavg-z0-hxy-x,tauvpbl_tavg-z0-hxy-x,True
hfsso,area: time: mean where ice_free_sea over sea,longitude latitude time,hfsso_tavg-z0-hxy-ifs,hfsso_tavg-z0-hxy-ifs,True
siflcondtop,area: time: mean where sea_ice,longitude latitude time,siflcondtop_tavg-z0-hxy-si,siflcondtop_tavg-z0-hxy-si,True
sistrxdtop,area: time: mean where sea_ice,longitude latitude time,sistrxdtop_tavg-z0-hxy-si,sistrxdtop_tavg-z0-hxy-si,True
sistrydtop,area: time: mean where sea_ice,longitude latitude time,sistrydtop_tavg-z0-hxy-si,sistrydtop_tavg-z0-hxy-si,True
rlds,area: time: mean,longitude latitude time,rlds_tavg-z0-hxy-x,rlds_tavg-z0-hxy-x,True
rlds,area: mean time: point,longitude latitude time1,rlds_tpt-z0-hxy-x,rlds_tpt-z0-hxy-x,True
rlds,area: time: mean,longitude latitude time,rlds_tavg-z0-hxy-x,rlds_tavg-z0-hxy-x,True
rlds,area: time: mean where ice_sheet,longitude latitude time,rlds_tavg-z0-hxy-is,rlds_tavg-z0-hxy-is,True
rlds,area: time: mean where ice_sheet,longitude latitude time,rlds_tavg-z0-hxy-is,rlds_tavg-z0-hxy-is,True
rlds,area: time: mean,longitude latitude time,rlds_tavg-z0-hxy-x,rlds_tavg-z0-hxy-x,True
rlds,area: point time: point,site time1,rlds_tpt-z0-hxys-x,rlds_tpt-z0-hxys-x,True
rlds,area: time: mean where ice_sheet,longitude latitude time,rlds_tavg-z0-hxy-is,rlds_tavg-z0-hxy-is,True
rlds,area: time: mean where sea_ice,longitude latitude time,rlds_tavg-z0-hxy-si,rlds_tavg-z0-hxy-si,True
rldscs,area: time: mean,longitude latitude time,rldscs_tavg-z0-hxy-x,rldscs_tavg-z0-hxy-x,True
rldscs,area: mean time: point,longitude latitude time1,rldscs_tpt-z0-hxy-x,rldscs_tpt-z0-hxy-x,True
rldscs,area: time: mean,longitude latitude time,rldscs_tavg-z0-hxy-x,rldscs_tavg-z0-hxy-x,True
rldscs,area: time: mean,longitude latitude time,rldscs_tavg-z0-hxy-x,rldscs_tavg-z0-hxy-x,True
rldscs,area: point time: point,site time1,rldscs_tpt-z0-hxys-x,rldscs_tpt-z0-hxys-x,True
lwsffluxaero,area: mean time: point,longitude latitude time1,lwsffluxaero_tpt-z0-hxy-x,lwsffluxaero_tpt-z0-hxy-x,True
rsds,area: time: mean,longitude latitude time,rsds_tavg-z0-hxy-x,rsds_tavg-z0-hxy-x,True
rsds,area: mean time: point,longitude latitude time1,rsds_tpt-z0-hxy-x,rsds_tpt-z0-hxy-x,True
rsds,area: time: mean,longitude latitude time,rsds_tavg-z0-hxy-x,rsds_tavg-z0-hxy-x,True
rsds,area: time: mean where ice_sheet,longitude latitude time,rsds_tavg-z0-hxy-is,rsds_tavg-z0-hxy-is,True
rsds,area: time: mean where ice_sheet,longitude latitude time,rsds_tavg-z0-hxy-is,rsds_tavg-z0-hxy-is,True
